City,Product Type,Trip or Order Status,Request Time,Begin Trip Time,Begin Trip Lat,Begin Trip Lng,Begin Trip Address,Dropoff Time,Dropoff Lat,Dropoff Lng,Dropoff Address,Distance (miles),Fare Amount,Fare Currency
Sao Paulo,UberX,COMPLETED,2020-02-21 14:42:27 +0000 UTC,2020-02-21 14:43:36 +0000 UTC,-23.5159589,-46.6254533,"Av. Cruzeiro do Sul, 1708 - Santana, São Paulo - SP, 02030-000, Brazil",2020-02-21 14:48:35 +0000 UTC,-23.5226216,-46.624174,"Ponte Pequena, São Paulo - State of São Paulo, 01109-010, Brazil",0.87,7.77,BRL
Campinas,UberX,COMPLETED,2020-02-14 19:49:03 +0000 UTC,2020-02-14 19:52:18 +0000 UTC,-23.1519393,-46.8742609,"Av. Antônio Raimundo de Oliveira, 81 - Jardim California, Jundiaí - SP, 13216-645, Brazil",2020-02-14 19:59:35 +0000 UTC,-23.1202929,-46.8540498,"Av. Alexandre Milani, 9000 - Chácaras Maltoni, Jundiaí - SP, 13218-650, Brazil",3.66,11.6,BRL
Campinas,UberX,COMPLETED,2020-02-09 22:06:10 +0000 UTC,2020-02-09 22:10:03 +0000 UTC,-23.1695309,-46.9098477,"R. Marília, 60 - Vila Hortolandia, Jundiaí - SP, 13214-302, Brazil",2020-02-09 22:22:37 +0000 UTC,-23.120326,-46.8541075,"R. Profa. Eliza Carelli Mazzei, 522 - Parque Espelho Dagua, Jundiaí - SP, 13215-860, Brazil",6.44,17.96,BRL
Campinas,UberX,COMPLETED,2020-02-04 09:58:13 +0000 UTC,2020-02-04 10:05:24 +0000 UTC,-23.1214233,-46.8540716,"R. Profa. Eliza Carelli Mazzei, 524 - Parque Espelho Dagua, Jundiaí - SP, 13215-860, Brazil",2020-02-04 10:40:53 +0000 UTC,-23.1501841,-46.93994,"Av. Eng. Joao Fernandes Gimenes, 3297 - Distrito Industrial, Jundiaí - SP, 13213-080, Brazil",12.08,30.46,BRL
Campinas,UberX,COMPLETED,2020-01-30 12:47:33 +0000 UTC,2020-01-30 12:54:30 +0000 UTC,-23.1492696,-46.938206,"Av. das Indústrias, 1801 - Distrito Industrial, Jundiaí - SP, 13213-100, Brazil",2020-01-30 12:59:07 +0000 UTC,-23.1738843,-46.9291458,"João Antonio Meccatti L.o. 1221 - Casa Branca/Setor Industrial, Jundiaí - SP, 13213-009, Brazil",2.20,8.53,BRL
Campinas,UberX,COMPLETED,2020-01-29 18:40:52 +0000 UTC,2020-01-29 18:43:28 +0000 UTC,-23.1728292,-46.9072607,"R. Itirapina, 837 - Vila Lacerda, Jundiaí - SP, 13214-065, Brazil",2020-01-29 18:56:38 +0000 UTC,-23.1215374,-46.8539921,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",6.78,18.43,BRL
Campinas,UberX,COMPLETED,2020-01-28 21:43:01 +0000 UTC,2020-01-28 21:44:58 +0000 UTC,-23.1666476,-46.9203484,"Unnamed Road - Engordadouro, Jundiaí - SP, 13209, Brazil",2020-01-28 21:58:50 +0000 UTC,-23.1204354,-46.8540297,"R. Profa. Eliza Carelli Mazzei, 524 - Parque Espelho Dagua, Jundiaí - SP, 13215-860, Brazil",7.29,19.07,BRL
Campinas,UberX,COMPLETED,2020-01-26 21:49:15 +0000 UTC,2020-01-26 21:55:50 +0000 UTC,-23.169446399999998,-46.9097944,"R. Marília, 60 - Vila Hortolandia, Jundiaí - SP, 13214-302, Brazil",2020-01-26 22:09:32 +0000 UTC,-23.1214009,-46.8540384,"R. Profa. Eliza Carelli Mazzei, 524 - Parque Espelho Dagua, Jundiaí - SP, 13215-860, Brazil",6.51,17.94,BRL
Campinas,UberX,COMPLETED,2020-01-25 16:24:11 +0000 UTC,2020-01-25 16:25:44 +0000 UTC,-23.1727704,-46.906521,"R. Antônio Maximiliano de Almeida, 76 - Cidade Luíza, Jundiaí - SP, 13214-120, Brazil",2020-01-25 16:39:01 +0000 UTC,-23.1216217,-46.8539,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",6.99,17.34,BRL
Campinas,UberX,COMPLETED,2020-01-19 22:33:50 +0000 UTC,2020-01-19 22:47:36 +0000 UTC,-23.1694142,-46.9097366,"R. Marília, 60 - Vila Hortolandia, Jundiaí - SP, 13214-302, Brazil",2020-01-19 23:04:35 +0000 UTC,-23.1213767,-46.853995,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",7.18,17.83,BRL
Campinas,UberX,COMPLETED,2020-01-17 20:56:09 +0000 UTC,2020-01-17 21:03:34 +0000 UTC,-23.1739027,-46.9291478,"João Antonio Meccatti L.o. 1221 - Casa Branca/Setor Industrial, Jundiaí - SP, 13213-009, Brazil",2020-01-17 21:19:06 +0000 UTC,-23.1213497,-46.8540412,"R. Profa. Eliza Carelli Mazzei, 524 - Parque Espelho Dagua, Jundiaí - SP, 13215-860, Brazil",8.00,22.53,BRL
Campinas,UberX,COMPLETED,2020-01-12 18:39:22 +0000 UTC,2020-01-12 18:45:20 +0000 UTC,-23.1886074,-46.8706561,"R. Joaquim Nabuco, 384 - Pte. Sao Joao, Jundiaí - SP, 13218-050, Brazil",2020-01-12 19:00:39 +0000 UTC,-23.1203145,-46.8538985,"R. Profa. Eliza Carelli Mazzei, 524 - Parque Espelho Dagua, Jundiaí - SP, 13215-860, Brazil",7.25,16.83,BRL
Campinas,UberX,COMPLETED,2020-01-11 23:53:17 +0000 UTC,2020-01-12 00:00:35 +0000 UTC,-23.1694578,-46.9098431,"R. Marília, 60 - Vila Hortolandia, Jundiaí - SP, 13214-302, Brazil",2020-01-12 00:13:13 +0000 UTC,-23.1214007,-46.854010099999996,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",6.51,18,BRL
Campinas,UberX,COMPLETED,2020-01-08 19:52:12 +0000 UTC,2020-01-08 19:55:57 +0000 UTC,-23.1907027,-46.886677,"R. Baronesa do Japi, 206 - Centro, Jundiaí - SP, 13207-684, Brazil",2020-01-08 20:14:11 +0000 UTC,-23.1203557,-46.853934699999996,"R. Profa. Eliza Carelli Mazzei, 524 - Parque Espelho Dagua, Jundiaí - SP, 13215-860, Brazil",9.78,21.14,BRL
Campinas,UberX,COMPLETED,2020-01-08 16:50:21 +0000 UTC,2020-01-08 16:52:32 +0000 UTC,-23.17382,-46.92916,"João Antonio Meccatti L.o. 1221 - Casa Branca/Setor Industrial, Jundiaí - SP, 13213-009, Brazil",2020-01-08 17:01:21 +0000 UTC,-23.19043,-46.89267,"Av. Jundiaí, 405 - Anhangabaú, Jundiaí - SP, 13208-051, Brazil",3.35,11,BRL
Campinas,UberX,COMPLETED,2020-01-05 23:02:02 +0000 UTC,2020-01-05 23:09:52 +0000 UTC,-23.17301,-46.9058523,"R. Antônio Maximiliano de Almeida, 546 - Cidade Luíza, Jundiaí - SP, 13214-120, Brazil",2020-01-05 23:24:39 +0000 UTC,-23.1202805,-46.8538663,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13215-860, Brazil",6.99,25.24,BRL
Campinas,UberX,COMPLETED,2020-01-04 23:20:08 +0000 UTC,2020-01-04 23:35:21 +0000 UTC,-23.1214424,-46.8539795,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",2020-01-04 23:55:28 +0000 UTC,-23.1731641,-46.9059045,"R. Antônio Maximiliano de Almeida, 76 - Cidade Luíza, Jundiaí - SP, 13214-120, Brazil",10.96,28.29,BRL
Campinas,UberX,CANCELED,2020-01-04 23:10:50 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,BRL
Campinas,UberX,COMPLETED,2020-01-04 18:39:39 +0000 UTC,2020-01-04 18:49:22 +0000 UTC,-23.1702751,-46.8924036,"Av. Antônio Frederico Ozanan, 6000 - Vila Rio Branco, Jundiaí - SP, 13215-276, Brazil",2020-01-04 19:02:32 +0000 UTC,-23.121386,-46.8539942,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",6.24,17.36,BRL
Campinas,UberX,COMPLETED,2020-01-04 17:14:14 +0000 UTC,2020-01-04 17:18:23 +0000 UTC,-23.1847074,-46.8842675,"R. Mal.Deodoro da Fonseca, 379 - Centro, Jundiaí - SP, 13201-002, Brazil",2020-01-04 17:26:56 +0000 UTC,-23.1694442,-46.8909592,"Av. Antônio Frederico Ozanan, 6000 - Vila Rio Branco, Jundiaí - SP, 13215-900, Brazil",1.73,7.61,BRL
Campinas,UberX,COMPLETED,2020-01-03 21:49:43 +0000 UTC,2020-01-03 21:53:29 +0000 UTC,-23.1485359,-46.8724435,"Av. Vitório Pavan, 444 - Parque Sao Luiz, Jundiaí - SP, 13216-755, Brazil",2020-01-03 22:01:16 +0000 UTC,-23.1214955,-46.8540068,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",3.64,11.55,BRL
Campinas,UberX,COMPLETED,2020-01-01 21:08:32 +0000 UTC,2020-01-01 21:16:06 +0000 UTC,-23.1731151,-46.9057576,"R. Antônio Maximiliano de Almeida, 108 - Cidade Luíza, Jundiaí - SP, 13214-120, Brazil",2020-01-01 21:30:55 +0000 UTC,-23.121432,-46.8539758,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",6.96,30.86,BRL
Campinas,UberX,COMPLETED,2020-01-01 15:52:10 +0000 UTC,2020-01-01 15:59:11 +0000 UTC,-23.1949816,-46.8731074,"R. Barão do Rio Branco, 462 - Vila Santa Rosa, Jundiaí - SP, 13201-670, Brazil",2020-01-01 16:08:24 +0000 UTC,-23.2246,-46.8619819,"Jardim do Lago, Jundiaí - State of São Paulo, 13203-541, Brazil",2.74,12.84,BRL
Campinas,UberX,COMPLETED,2019-12-31 15:42:20 +0000 UTC,2019-12-31 15:49:20 +0000 UTC,-23.1730896,-46.9058397,"R. Antônio Maximiliano de Almeida, 546 - Cidade Luíza, Jundiaí - SP, 13214-120, Brazil",2019-12-31 16:03:04 +0000 UTC,-23.1214646,-46.8540042,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",6.86,19.39,BRL
Campinas,UberX,COMPLETED,2019-12-30 15:43:10 +0000 UTC,2019-12-30 15:48:10 +0000 UTC,-23.1760418,-46.9089245,"Avenida Marginal, 4875 - Retiro - Jundiaí - SP, 13215-085",2019-12-30 15:53:27 +0000 UTC,-23.173895,-46.9291124,"Av. João Antonio Meccatti, 1259 - Jardim Planalto, Jundiaí - SP, 13211-223, Brazil",1.86,7.44,BRL
Campinas,UberX,COMPLETED,2019-12-30 15:19:51 +0000 UTC,2019-12-30 15:22:31 +0000 UTC,-23.173897,-46.9291234,"Av. João Antonio Meccatti, 1259 - Jardim Planalto, Jundiaí - SP, 13211-223, Brazil",2019-12-30 15:29:27 +0000 UTC,-23.1760691,-46.9086189,"Avenida Marginal, 4875 - Retiro - Jundiaí - SP, 13215-085",2.47,7.38,BRL
Campinas,UberX,COMPLETED,2019-12-29 22:38:58 +0000 UTC,2019-12-29 22:45:10 +0000 UTC,-23.1693457,-46.9097402,"R. Marília, 60 - Vila Hortolandia, Jundiaí - SP, 13214-302, Brazil",2019-12-29 22:58:46 +0000 UTC,-23.1214738,-46.8539895,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",6.49,21.46,BRL
Campinas,UberX,COMPLETED,2019-12-28 16:10:50 +0000 UTC,2019-12-28 16:12:41 +0000 UTC,-23.18391,-46.85437,"R. Manoel Fernandes Martins, 436 - Nuc Colonial, Jundiaí - SP, 13219-646, Brazil",2019-12-28 16:27:48 +0000 UTC,-23.12143,-46.85401,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",5.38,13.46,BRL
Campinas,UberX,COMPLETED,2019-12-28 14:51:20 +0000 UTC,2019-12-28 14:57:35 +0000 UTC,-23.1730892,-46.9058232,"R. Antônio Maximiliano de Almeida, 546 - Cidade Luíza, Jundiaí - SP, 13214-120, Brazil",2019-12-28 15:05:51 +0000 UTC,-23.1841927,-46.8890007,"R. Jorge Zolner, 130 - Centro, Jundiaí - SP, 13201-039, Brazil",1.94,7.72,BRL
Campinas,UberX,COMPLETED,2019-12-27 21:50:07 +0000 UTC,2019-12-27 21:52:32 +0000 UTC,-23.169344,-46.9095903,"R. Marília, 60 - Vila Hortolandia, Jundiaí - SP, 13214-302, Brazil",2019-12-27 22:06:24 +0000 UTC,-23.121457499999998,-46.8539399,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",6.51,18.59,BRL
Campinas,UberX,CANCELED,2019-12-25 20:11:56 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,BRL
Campinas,UberX,CANCELED,2019-12-25 19:40:54 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-23.1171666,-46.8512549,"R. Três, 3 - Chácaras Maltoni, Jundiaí - SP, 13215-895, Brazil",1970-01-01 00:00:00 +0000 UTC,-23.1539497,-46.8812034,"SP-360 - Cidade Santos Dumont, Jundiaí - SP, 13214, Brazil",0.00,0,BRL
Campinas,UberX,CANCELED,2019-12-25 19:40:23 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"Vl. Hortolandia - Jundiai - SP, 13214",0.00,0,BRL
Campinas,UberX,COMPLETED,2019-12-25 14:05:26 +0000 UTC,2019-12-25 14:10:01 +0000 UTC,-23.1731047,-46.9058054,"R. Antônio Maximiliano de Almeida, 546 - Cidade Luíza, Jundiaí - SP, 13214-120, Brazil",2019-12-25 14:23:58 +0000 UTC,-23.1214291,-46.8539967,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",7.01,31.63,BRL
Campinas,UberX,CANCELED,2019-12-25 14:04:33 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-23.1580299,-46.9123895,"Rua Iraci Rodrigues Alberghini, 133 - Torres de São José - Jundiaí - SP, 13214-543",1970-01-01 00:00:00 +0000 UTC,-23.1580299,-46.9123895,"Rua Iraci Rodrigues Alberghini, 133 - Torres de São José - Jundiaí - SP, 13214-543",0.00,0,BRL
Campinas,UberX,COMPLETED,2019-12-23 20:57:59 +0000 UTC,2019-12-23 21:05:22 +0000 UTC,-23.1738763,-46.9291975,"Av. João Antonio Meccatti, 1259 - Jardim Planalto, Jundiaí - SP, 13211-223, Brazil",2019-12-23 21:21:09 +0000 UTC,-23.1214557,-46.8540348,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",8.03,22.2,BRL
Campinas,UberEATS Marketplace,COMPLETED,2019-12-23 20:01:11 +0000 UTC,2019-12-23 20:32:40 +0000 UTC,-23.1751164,-46.9279634,"Av. João Antonio Meccatti, 1221 - Jardim Planalto, Jundiaí - SP, 13211-223, Brazil",2019-12-23 20:32:40 +0000 UTC,-23.1751164,-46.9279634,"Av. João Antonio Meccatti, 1221 - Jardim Planalto, Jundiaí - SP, 13211-223, Brazil",2.48,12.44,BRL
Campinas,UberX,COMPLETED,2019-12-23 00:06:42 +0000 UTC,2019-12-23 00:10:27 +0000 UTC,-23.1730428,-46.9058041,"R. Antônio Maximiliano de Almeida, 546 - Cidade Luíza, Jundiaí - SP, 13214-120, Brazil",2019-12-23 00:24:48 +0000 UTC,-23.1213574,-46.8535652,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",6.97,19,BRL
Campinas,UberX,COMPLETED,2019-12-22 18:50:49 +0000 UTC,2019-12-22 18:56:52 +0000 UTC,-23.1767106,-46.9008381,"Av. Pref. Luis Latorre, 100 - Vila das Hortencias, Jundiaí - SP, 13209-430, Brazil",2019-12-22 19:01:14 +0000 UTC,-23.1730524,-46.9057885,"R. Antônio Maximiliano de Almeida, 546 - Cidade Luíza, Jundiaí - SP, 13214-120, Brazil",1.25,6.01,BRL
Campinas,UberX,COMPLETED,2019-12-21 14:36:59 +0000 UTC,2019-12-21 14:40:21 +0000 UTC,-23.1692327,-46.9090742,"R. Itirapina, 1324 - Vila Hortolandia, Jundiaí - SP, 13214-101, Brazil",2019-12-21 14:52:17 +0000 UTC,-23.1214093,-46.8540183,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",6.52,17.33,BRL
Campinas,UberX,COMPLETED,2019-12-21 12:55:02 +0000 UTC,2019-12-21 12:57:17 +0000 UTC,-23.1538544,-46.8731425,"Av. Antônio Raimundo de Oliveira, 75 - Jardim California, Jundiaí - SP, 13216-600, Brazil",2019-12-21 13:09:42 +0000 UTC,-23.1854805,-46.8866663,"R. da Imprensa Jundiaiense, 37 - Centro, Jundiaí - SP, 13201-036, Brazil",3.41,10.8,BRL
Campinas,UberX,COMPLETED,2019-12-20 21:48:04 +0000 UTC,2019-12-20 22:09:04 +0000 UTC,-23.1651077,-46.9065569,"Rod. Ver. Geraldo Dias, 2761 - Parque Centenário, Jundiaí - SP, 13214-830, Brazil",2019-12-20 22:18:47 +0000 UTC,-23.1216036,-46.8539914,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",5.92,19.93,BRL
Campinas,UberX,COMPLETED,2019-12-15 23:55:28 +0000 UTC,2019-12-16 00:07:58 +0000 UTC,-23.1730303,-46.9059019,"R. Antônio Maximiliano de Almeida, 546 - Cidade Luíza, Jundiaí - SP, 13214-120, Brazil",2019-12-16 00:21:45 +0000 UTC,-23.1214283,-46.8540106,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",6.99,18.11,BRL
Campinas,UberX,COMPLETED,2019-12-14 23:31:44 +0000 UTC,2019-12-14 23:35:29 +0000 UTC,-23.178871,-46.8997218,"Av. 9 de Julho, 401 - Centro, Jundiaí - SP, 13201-019, Brazil",2019-12-14 23:40:26 +0000 UTC,-23.1731521,-46.9060045,"Vl. Hortolandia - Jundiai - SP, 13214",0.98,5.75,BRL
Campinas,UberX,COMPLETED,2019-12-13 21:25:17 +0000 UTC,2019-12-13 21:29:41 +0000 UTC,-23.1838533,-46.9162233,"Av. Osmundo dos Santos Pellegrini, 1000 - Recanto Quarto Centenario, Jundiaí - SP, 13211-745, Brazil",2019-12-13 21:53:30 +0000 UTC,-23.1213849,-46.8540019,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",9.72,23.62,BRL
Campinas,UberX,COMPLETED,2019-12-13 21:00:10 +0000 UTC,2019-12-13 21:03:50 +0000 UTC,-23.1738894,-46.9291686,"Av. João Antonio Meccatti, 1259 - Jardim Planalto, Jundiaí - SP, 13211-223, Brazil",2019-12-13 21:09:32 +0000 UTC,-23.184209,-46.9155081,"Av. Osmundo dos Santos Pellegrini, 1000 - Recanto Quarto Centenario, Jundiaí - SP, 13211-745, Brazil",1.97,8.58,BRL
Campinas,UberX,CANCELED,2019-12-08 23:37:05 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,BRL
Campinas,UberX,COMPLETED,2019-12-08 02:06:18 +0000 UTC,2019-12-08 02:12:55 +0000 UTC,-23.1731053,-46.9058856,"R. Antônio Maximiliano de Almeida, 546 - Cidade Luíza, Jundiaí - SP, 13214-120, Brazil",2019-12-08 02:33:56 +0000 UTC,-23.1214683,-46.8539936,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",7.99,26.67,BRL
Campinas,UberX,COMPLETED,2019-12-08 00:37:38 +0000 UTC,2019-12-08 00:47:47 +0000 UTC,-23.1743537,-46.8512402,"R. Luíz Brugnolli, 2 - Jardim do Lirio, Jundiaí - SP, 13218-617, Brazil",2019-12-08 01:05:21 +0000 UTC,-23.1713303,-46.9094758,"R. Dr. Cândido Mojola, 223 - Jardim Bufalo, Jundiaí - SP, 13214-220, Brazil",5.32,18.33,BRL
Campinas,UberX,COMPLETED,2019-12-07 22:05:42 +0000 UTC,2019-12-07 22:31:38 +0000 UTC,-23.1214685,-46.8540091,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",2019-12-07 22:44:29 +0000 UTC,-23.1741273,-46.8514251,"R. Adelaíde Boa Pilão, 84 - Jardim do Lirio, Jundiaí - SP, 13218-615, Brazil",4.71,13.06,BRL
Campinas,UberX,COMPLETED,2019-12-07 19:43:38 +0000 UTC,2019-12-07 19:45:47 +0000 UTC,-23.1839604,-46.8543418,"R. Manoel Fernandes Martins, 436 - Nuc Colonial, Jundiaí - SP, 13219-646, Brazil",2019-12-07 20:01:03 +0000 UTC,-23.1213881,-46.8540733,"R. Profa. Eliza Carelli Mazzei, 524 - Parque Espelho Dagua, Jundiaí - SP, 13215-860, Brazil",5.53,12.53,BRL
Campinas,UberX,CANCELED,2019-12-07 19:42:00 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,BRL
Campinas,UberX,COMPLETED,2019-12-01 01:59:20 +0000 UTC,2019-12-01 02:13:14 +0000 UTC,-23.2170461,-46.8840835,"R. Jaír Péres, 26 - Boa Vista, Jundiaí - SP, 13210-730, Brazil",2019-12-01 02:40:45 +0000 UTC,-23.121458,-46.8539735,"Tv. 01 - Chácaras Maltoni, Jundiaí - SP, 13218, Brazil",11.71,54.11,BRL
Campinas,UberX,COMPLETED,2019-11-30 23:33:01 +0000 UTC,2019-11-30 23:50:47 +0000 UTC,-23.1886483,-46.8907683,"Condomínio Bulevar Beco Fino - Av. 9 de Julho, 1650 - Chácara Urbana, Jundiaí - SP, 13208-056, Brazil",2019-12-01 00:00:52 +0000 UTC,-23.2167525,-46.8840471,"R. Jair Peres, 47 - Vila Nova Jundiainopolis, Jundiaí - SP, 13210-730, Brazil",3.39,17.68,BRL
Campinas,UberX,COMPLETED,2019-11-30 18:38:29 +0000 UTC,2019-11-30 18:45:57 +0000 UTC,-23.1949272,-46.8727926,"Av. União dos Ferroviários, 24 - Pte. de Campinas, Jundiaí - SP, 13201-160, Brazil",2019-11-30 19:03:09 +0000 UTC,-23.1214617,-46.8540069,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",7.48,19.93,BRL
Campinas,UberX,COMPLETED,2019-11-24 00:24:59 +0000 UTC,2019-11-24 00:45:16 +0000 UTC,-23.1214726,-46.8539726,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",2019-11-24 01:04:44 +0000 UTC,-23.1730944,-46.90584,"R. Antônio Maximiliano de Almeida, 546 - Cidade Luíza, Jundiaí - SP, 13214-120, Brazil",10.84,21.25,BRL
Campinas,UberX,COMPLETED,2019-11-20 23:47:10 +0000 UTC,2019-11-21 00:04:51 +0000 UTC,-23.1214651,-46.8539751,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",2019-11-21 00:23:45 +0000 UTC,-23.1732706,-46.9056607,"R. Antônio Maximiliano de Almeida, 76 - Cidade Luíza, Jundiaí - SP, 13214-120, Brazil",8.91,26.95,BRL
Campinas,UberX,CANCELED,2019-11-20 23:43:14 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-23.1106121,-46.8499662,"Rodovia Engenheiro Constâncio Cintra, 75 - Jundiaí - SP, 13216-605",1970-01-01 00:00:00 +0000 UTC,-23.123302,-46.8723961,"Avenida Geraldo Azzoni, 2600 - Jundiaí - Jundiaí - SP, 13215-840",0.00,0,BRL
Campinas,UberX,CANCELED,2019-11-20 23:35:30 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,BRL
Campinas,,UNFULFILLED,2019-11-20 23:28:49 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,BRL
Campinas,UberX,COMPLETED,2019-11-16 14:58:51 +0000 UTC,2019-11-16 15:04:52 +0000 UTC,-23.1693182,-46.9090708,"R. Itirapina, 1327 - Cidade Luíza, Jundiaí - SP, 13214-101, Brazil",2019-11-16 15:22:30 +0000 UTC,-23.1215459,-46.853953,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",7.37,16.63,BRL
Campinas,UberX,COMPLETED,2019-11-15 00:09:21 +0000 UTC,2019-11-15 00:20:13 +0000 UTC,-23.1665482,-46.920286,"Unnamed Road - Engordadouro, Jundiaí - SP, 13209, Brazil",2019-11-15 00:36:48 +0000 UTC,-23.1214305,-46.8540144,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",7.38,29.67,BRL
Campinas,UberX,COMPLETED,2019-11-10 23:44:14 +0000 UTC,2019-11-10 23:47:54 +0000 UTC,-23.1730766,-46.9058821,"R. Antônio Maximiliano de Almeida, 546 - Cidade Luíza, Jundiaí - SP, 13214-120, Brazil",2019-11-11 00:00:15 +0000 UTC,-23.1215828,-46.8539144,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",7.07,30.13,BRL
Campinas,UberX,COMPLETED,2019-11-10 21:13:38 +0000 UTC,2019-11-10 21:30:39 +0000 UTC,-23.1214705,-46.854001,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",2019-11-10 21:49:51 +0000 UTC,-23.1730885,-46.9058638,"R. Antônio Maximiliano de Almeida, 546 - Cidade Luíza, Jundiaí - SP, 13214-120, Brazil",11.09,26.99,BRL
Campinas,UberX,CANCELED,2019-11-10 21:12:52 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,BRL
Campinas,UberX,COMPLETED,2019-11-09 19:37:13 +0000 UTC,2019-11-09 19:42:13 +0000 UTC,-23.1730907,-46.9058445,"R. Antônio Maximiliano de Almeida, 546 - Cidade Luíza, Jundiaí - SP, 13214-120, Brazil",2019-11-09 19:49:31 +0000 UTC,-23.1539206,-46.8731256,"Vale Azul, Jundiaí - State of São Paulo, 13216-645, Brazil",3.61,10.84,BRL
Campinas,UberX,COMPLETED,2019-11-08 21:49:21 +0000 UTC,2019-11-08 21:57:51 +0000 UTC,-23.1694004,-46.9096657,"R. Marília, 60 - Vila Hortolandia, Jundiaí - SP, 13214-302, Brazil",2019-11-08 22:12:17 +0000 UTC,-23.121452,-46.8539873,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",6.51,33.43,BRL
Campinas,UberX,COMPLETED,2019-11-05 00:44:47 +0000 UTC,2019-11-05 00:51:11 +0000 UTC,-23.1667573,-46.9202611,"Unnamed Road - Engordadouro, Jundiaí - SP, 13209, Brazil",2019-11-05 01:05:33 +0000 UTC,-23.1214923,-46.8539858,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",7.41,21.96,BRL
Campinas,UberX,COMPLETED,2019-11-03 04:04:42 +0000 UTC,2019-11-03 04:12:08 +0000 UTC,-23.1892489,-46.8919684,"R. do Retiro, 293 - Centro, Jundiaí - SP, 13208-761, Brazil",2019-11-03 04:26:51 +0000 UTC,-23.1214412,-46.8540353,"R. Profa. Eliza Carelli Mazzei, 524 - Parque Espelho Dagua, Jundiaí - SP, 13215-860, Brazil",9.55,36.61,BRL
Campinas,UberX,CANCELED,2019-11-03 03:55:05 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-23.1897262,-46.8899256,"Av. 9 de Julho, 1869 - Anhangabaú - Jundiaí - SP, 13208-056",1970-01-01 00:00:00 +0000 UTC,-23.1895317,-46.8899255,"R. Do Retiro, 30 - Centro - Jundiaí - SP, 13201-030",0.00,0,BRL
